,x,y
914,"Donald is [MASK], while Mike is not. Mike is stupid.",intelligent
915,"Carl is [MASK], while Eric is not. Eric is good.",ill
916,"Tony is [MASK], while Dan is not. Dan is tender.",tough
917,"Ryan is [MASK], while Robert is not. Robert is careless.",careful
918,"Philip is [MASK], while Daniel is not. Daniel is negative.",positive
919,"Lawrence is [MASK], while Edward is not. Edward is rich.",poor
920,"Jerry is [MASK], while Bruce is not. Bruce is humble.",proud
921,"Kevin is [MASK], while Edwin is not. Edwin is dangerous.",safe
922,"Jonathan is [MASK], while George is not. George is intellectual.",emotional
923,"Jack is [MASK], while Walter is not. Walter is fearful.",courageous
924,"Tom is [MASK], while James is not. James is smart.",stupid
925,"Francis is [MASK], while Greg is not. Greg is nasty.",nice
926,"Walter is [MASK], while Ed is not. Ed is cheap.",expensive
927,"Matthew is [MASK], while Charlie is not. Charlie is imperfect.",perfect
928,"Ben is [MASK], while Anthony is not. Anthony is complete.",incomplete
929,"Dave is [MASK], while Arthur is not. Arthur is careless.",careful
930,"Edwin is [MASK], while Christopher is not. Christopher is smart.",stupid
931,"Ian is [MASK], while Jeff is not. Jeff is proud.",humble
932,"Philip is [MASK], while William is not. William is happy.",unhappy
933,"Ed is [MASK], while Fred is not. Fred is hot.",cold
934,"Jason is [MASK], while Bobby is not. Bobby is strong.",weak
935,"James is [MASK], while Brian is not. Brian is dirty.",clean
936,"Richard is [MASK], while Mark is not. Mark is intellectual.",emotional
937,"Roger is [MASK], while David is not. David is unhealthy.",healthy
938,"Andrew is [MASK], while Peter is not. Peter is complex.",simple
939,"Ben is [MASK], while Jack is not. Jack is useful.",useless
940,"Donald is [MASK], while Ken is not. Ken is large.",small
941,"Daniel is [MASK], while Dick is not. Dick is small.",big
942,"Brian is [MASK], while Jason is not. Jason is active.",quiet
943,"Harold is [MASK], while Arthur is not. Arthur is hopeless.",hopeful
944,"Simon is [MASK], while Anthony is not. Anthony is tender.",tough
945,"Dick is [MASK], while Al is not. Al is strange.",familiar
946,"Tim is [MASK], while Matthew is not. Matthew is polite.",rude
947,"Don is [MASK], while Paul is not. Paul is hostile.",friendly
948,"Carl is [MASK], while Christopher is not. Christopher is functional.",organic
949,"Richard is [MASK], while Ralph is not. Ralph is nasty.",nice
950,"Jason is [MASK], while Larry is not. Larry is pessimistic.",optimistic
951,"Frederick is [MASK], while Fred is not. Fred is happy.",unhappy
952,"David is [MASK], while Alex is not. Alex is good.",bad
953,"Roy is [MASK], while Dave is not. Dave is break.",made
954,"Fred is [MASK], while Anthony is not. Anthony is timid.",brave
955,"David is [MASK], while Kenneth is not. Kenneth is clean.",dirty
956,"Henry is [MASK], while Tom is not. Tom is fearless.",afraid
957,"Daniel is [MASK], while Ralph is not. Ralph is expensive.",cheap
958,"Ben is [MASK], while Howard is not. Howard is hopeless.",hopeful
959,"Roy is [MASK], while Christopher is not. Christopher is humble.",proud
960,"Jeff is [MASK], while Paul is not. Paul is stupid.",intelligent
961,"Al is [MASK], while Fred is not. Fred is useful.",useless
962,"Harry is [MASK], while Ben is not. Ben is thirsty.",hungry
963,"Harry is [MASK], while Dan is not. Dan is humble.",proud
964,"Bob is [MASK], while Anthony is not. Anthony is unlucky.",lucky
965,"Harold is [MASK], while Francis is not. Francis is imperfect.",perfect
966,"Adam is [MASK], while Matt is not. Matt is old.",young
967,"Adam is [MASK], while Ian is not. Ian is young.",old
968,"Daniel is [MASK], while Andrew is not. Andrew is unlucky.",lucky
969,"Bobby is [MASK], while Robert is not. Robert is complete.",incomplete
970,"Alex is [MASK], while Al is not. Al is stupid.",smart
971,"Scott is [MASK], while Matthew is not. Matthew is stupid.",smart
972,"Charlie is [MASK], while Ralph is not. Ralph is patient.",impatient
973,"Hugh is [MASK], while Philip is not. Philip is powerful.",powerless
974,"Billy is [MASK], while Ian is not. Ian is old.",new
975,"Fred is [MASK], while James is not. James is dull.",bright
976,"Edward is [MASK], while Ron is not. Ron is young.",old
977,"Dick is [MASK], while Frederick is not. Frederick is upstairs.",below
978,"Bobby is [MASK], while Ryan is not. Ryan is advance.",broken
979,"James is [MASK], while Donald is not. Donald is invisible.",conspicuous
980,"Frederick is [MASK], while James is not. James is short.",tall
981,"Harry is [MASK], while George is not. George is dangerous.",safe
982,"Jeff is [MASK], while Simon is not. Simon is dull.",bright
983,"Frank is [MASK], while Bruce is not. Bruce is stupid.",smart
984,"Howard is [MASK], while Charlie is not. Charlie is visible.",invisible
985,"Johnny is [MASK], while Jack is not. Jack is good.",evil
986,"Carl is [MASK], while Bruce is not. Bruce is good.",bad
987,"Alex is [MASK], while Kenneth is not. Kenneth is cheap.",expensive
988,"Edwin is [MASK], while Ed is not. Ed is advance.",broken
989,"Bobby is [MASK], while Sam is not. Sam is stupid.",smart
990,"Andrew is [MASK], while Jeff is not. Jeff is well.",sick
991,"Andrew is [MASK], while Carl is not. Carl is confident.",shy
992,"Steve is [MASK], while Matt is not. Matt is amateur.",professional
993,"Charlie is [MASK], while Matt is not. Matt is predictable.",unpredictable
994,"Keith is [MASK], while Tony is not. Tony is ugly.",beautiful
995,"Ron is [MASK], while Scott is not. Scott is quiet.",excited
996,"Frank is [MASK], while Benjamin is not. Benjamin is dangerous.",safe
997,"Jerry is [MASK], while James is not. James is ineffective.",effective
998,"Jim is [MASK], while Al is not. Al is young.",old
999,"Al is [MASK], while Dan is not. Dan is dry.",sweet
1000,"Harry is [MASK], while Nick is not. Nick is intelligent.",stupid
1001,"Philip is [MASK], while Larry is not. Larry is cerebral.",emotional
1002,"Brian is [MASK], while Patrick is not. Patrick is liberal.",conservative
1003,"Tony is [MASK], while Christopher is not. Christopher is stupid.",smart
1004,"Paul is [MASK], while Adam is not. Adam is comfortable.",uncomfortable
1005,"Johnny is [MASK], while Samuel is not. Samuel is complete.",incomplete
1006,"Al is [MASK], while Michael is not. Michael is rich.",poor
1007,"Albert is [MASK], while Carl is not. Carl is brave.",cautious
1008,"Sam is [MASK], while Tony is not. Tony is safe.",dangerous
1009,"Bill is [MASK], while Dick is not. Dick is stupid.",smart
1010,"Christopher is [MASK], while Bob is not. Bob is beautiful.",ugly
1011,"Ralph is [MASK], while Anthony is not. Anthony is imperfect.",perfect
1012,"Johnny is [MASK], while Paul is not. Paul is passive.",active
1013,"John is [MASK], while Andrew is not. Andrew is liberal.",conservative
1014,"Daniel is [MASK], while Eric is not. Eric is break.",made
1015,"Mike is [MASK], while Frank is not. Frank is different.",similar
1016,"Ed is [MASK], while Albert is not. Albert is different.",similar
1017,"Richard is [MASK], while Brian is not. Brian is known.",unknown
1018,"Frank is [MASK], while Andrew is not. Andrew is hot.",cold
1019,"Howard is [MASK], while Jonathan is not. Jonathan is buy.",sold
1020,"Eric is [MASK], while Jim is not. Jim is harsh.",fine
1021,"Martin is [MASK], while Tim is not. Tim is fearless.",afraid
1022,"Patrick is [MASK], while Mike is not. Mike is happy.",unhappy
1023,"Tony is [MASK], while Richard is not. Richard is common.",individual
1024,"Robert is [MASK], while Jack is not. Jack is stupid.",smart
1025,"Robert is [MASK], while Philip is not. Philip is known.",unknown
1026,"Ralph is [MASK], while Alan is not. Alan is confident.",shy
1027,"Benjamin is [MASK], while Howard is not. Howard is negative.",positive
1028,"Francis is [MASK], while Fred is not. Fred is timid.",brave
1029,"Steven is [MASK], while Hugh is not. Hugh is valuable.",worthless
1030,"John is [MASK], while Don is not. Don is upstairs.",below
1031,"Ryan is [MASK], while William is not. William is fast.",slow
1032,"Martin is [MASK], while Eric is not. Eric is stupid.",smart
1033,"Charles is [MASK], while Thomas is not. Thomas is rich.",poor
1034,"Walter is [MASK], while Martin is not. Martin is well.",sick
1035,"Steven is [MASK], while Richard is not. Richard is fast.",slow
1036,"Simon is [MASK], while Samuel is not. Samuel is cool.",warm
1037,"Steven is [MASK], while Fred is not. Fred is warm.",cool
1038,"Larry is [MASK], while Peter is not. Peter is hot.",cold
1039,"Alexander is [MASK], while Robert is not. Robert is visible.",invisible
1040,"John is [MASK], while Carl is not. Carl is liquid.",solid
1041,"Donald is [MASK], while George is not. George is easy.",difficult
1042,"Ben is [MASK], while Keith is not. Keith is different.",similar
1043,"Jim is [MASK], while Roy is not. Roy is ill.",well
1044,"Kevin is [MASK], while Charles is not. Charles is polite.",rude
1045,"Greg is [MASK], while Charlie is not. Charlie is poor.",rich
1046,"Ian is [MASK], while Scott is not. Scott is straight.",corrupt
1047,"Bill is [MASK], while Don is not. Don is negative.",positive
1048,"Tony is [MASK], while Fred is not. Fred is old.",new
1049,"Alan is [MASK], while Hugh is not. Hugh is good.",bad
1050,"Jeff is [MASK], while Benjamin is not. Benjamin is there.",here
1051,"Roger is [MASK], while Ian is not. Ian is good.",bad
1052,"Thomas is [MASK], while Al is not. Al is upstairs.",below
1053,"Alexander is [MASK], while Ian is not. Ian is clean.",dirty
1054,"Jimmy is [MASK], while Charles is not. Charles is impatient.",patient
1055,"Bruce is [MASK], while Steve is not. Steve is proud.",humble
1056,"Edward is [MASK], while Mark is not. Mark is hostile.",friendly
1057,"Mark is [MASK], while Ryan is not. Ryan is confident.",shy
1058,"Frank is [MASK], while John is not. John is hostile.",friendly
1059,"Alan is [MASK], while Chris is not. Chris is good.",bad
1060,"Thomas is [MASK], while Steven is not. Steven is weak.",strong
1061,"Daniel is [MASK], while Bruce is not. Bruce is warm.",cool
1062,"Bob is [MASK], while Hugh is not. Hugh is intelligent.",stupid
1063,"David is [MASK], while Donald is not. Donald is dishonest.",honest
1064,"Gary is [MASK], while Frederick is not. Frederick is proud.",humble
1065,"Alex is [MASK], while Martin is not. Martin is fearful.",courageous
1066,"Tony is [MASK], while Christopher is not. Christopher is honest.",dishonest
1067,"Jerry is [MASK], while Joseph is not. Joseph is rich.",poor
1068,"Charlie is [MASK], while Arthur is not. Arthur is incomplete.",complete
1069,"Scott is [MASK], while Matt is not. Matt is negative.",positive
1070,"Ken is [MASK], while Edwin is not. Edwin is cerebral.",emotional
1071,"John is [MASK], while Edwin is not. Edwin is functional.",organic
1072,"Gary is [MASK], while Steve is not. Steve is harsh.",fine
1073,"Joseph is [MASK], while Keith is not. Keith is unreliable.",reliable
1074,"Harry is [MASK], while Jeff is not. Jeff is confident.",shy
1075,"Thomas is [MASK], while James is not. James is right.",wrong
1076,"Bill is [MASK], while Simon is not. Simon is safe.",dangerous
1077,"Ray is [MASK], while Harry is not. Harry is fearless.",afraid
1078,"Colin is [MASK], while Roger is not. Roger is organic.",functional
1079,"Daniel is [MASK], while Al is not. Al is liberal.",conservative
1080,"Ben is [MASK], while Scott is not. Scott is distant.",close
1081,"Howard is [MASK], while Roger is not. Roger is invisible.",visible
1082,"Carl is [MASK], while Jonathan is not. Jonathan is beautiful.",ugly
1083,"Martin is [MASK], while Francis is not. Francis is proud.",humble
1084,"Greg is [MASK], while John is not. John is intellectual.",emotional
1085,"Stephen is [MASK], while Harold is not. Harold is polite.",rude
1086,"Ed is [MASK], while Matthew is not. Matthew is fearless.",afraid
1087,"Alex is [MASK], while Bill is not. Bill is small.",big
1088,"Dick is [MASK], while Henry is not. Henry is difficult.",easy
1089,"Frederick is [MASK], while Jimmy is not. Jimmy is imperfect.",perfect
1090,"Kevin is [MASK], while Sam is not. Sam is amateur.",professional
1091,"Bobby is [MASK], while James is not. James is similar.",different
1092,"Edwin is [MASK], while Donald is not. Donald is upstairs.",below
1093,"Fred is [MASK], while Dave is not. Dave is buy.",sold
1094,"Martin is [MASK], while Scott is not. Scott is active.",quiet
1095,"Jonathan is [MASK], while Ben is not. Ben is unreliable.",reliable
1096,"Anthony is [MASK], while Albert is not. Albert is old.",young
1097,"Hugh is [MASK], while Greg is not. Greg is mild.",intense
1098,"William is [MASK], while Robert is not. Robert is old.",young
1099,"Carl is [MASK], while Dick is not. Dick is strange.",familiar
1100,"Colin is [MASK], while Bill is not. Bill is quiet.",excited
1101,"Walter is [MASK], while Chris is not. Chris is predictable.",unpredictable
1102,"Hugh is [MASK], while Alex is not. Alex is beautiful.",ugly
1103,"Simon is [MASK], while Edwin is not. Edwin is young.",old
1104,"Alan is [MASK], while Gary is not. Gary is ill.",well
1105,"Gary is [MASK], while Mark is not. Mark is patient.",impatient
1106,"Johnny is [MASK], while James is not. James is ugly.",beautiful
1107,"Joseph is [MASK], while Hugh is not. Hugh is humble.",proud
1108,"Edwin is [MASK], while Martin is not. Martin is common.",individual
1109,"Roger is [MASK], while Bobby is not. Bobby is break.",made
1110,"Ralph is [MASK], while Hugh is not. Hugh is cold.",hot
1111,"Billy is [MASK], while Hugh is not. Hugh is nasty.",nice
1112,"Ralph is [MASK], while Mark is not. Mark is timid.",brave
1113,"Tim is [MASK], while Samuel is not. Samuel is visible.",invisible
1114,"Alan is [MASK], while Stephen is not. Stephen is confident.",shy
1115,"Bill is [MASK], while Al is not. Al is ill.",well
1116,"Bruce is [MASK], while Carl is not. Carl is intellectual.",emotional
1117,"Steven is [MASK], while Jonathan is not. Jonathan is dishonest.",honest
1118,"Tim is [MASK], while Joe is not. Joe is polite.",rude
1119,"Scott is [MASK], while Jerry is not. Jerry is stupid.",smart
1120,"Ray is [MASK], while Keith is not. Keith is hot.",cold
1121,"Donald is [MASK], while Walter is not. Walter is mild.",intense
1122,"Jay is [MASK], while Jerry is not. Jerry is break.",made
1123,"Ken is [MASK], while Ian is not. Ian is quiet.",active
1124,"Bruce is [MASK], while Jimmy is not. Jimmy is fast.",slow
1125,"Jeff is [MASK], while Donald is not. Donald is proud.",humble
1126,"Jim is [MASK], while Kenneth is not. Kenneth is different.",like
1127,"Greg is [MASK], while Albert is not. Albert is quiet.",active
1128,"David is [MASK], while John is not. John is active.",passive
1129,"Jason is [MASK], while Jimmy is not. Jimmy is passive.",active
1130,"Alexander is [MASK], while Jerry is not. Jerry is strange.",familiar
1131,"George is [MASK], while Benjamin is not. Benjamin is dirty.",clean
1132,"Steve is [MASK], while Alex is not. Alex is unreliable.",reliable
1133,"Harold is [MASK], while Nick is not. Nick is break.",made
1134,"Albert is [MASK], while Fred is not. Fred is familiar.",strange
1135,"Daniel is [MASK], while Roger is not. Roger is hostile.",friendly
1136,"Robert is [MASK], while Kevin is not. Kevin is stupid.",smart
1137,"Roger is [MASK], while Thomas is not. Thomas is cheap.",expensive
1138,"Colin is [MASK], while Bill is not. Bill is valuable.",worthless
1139,"Paul is [MASK], while Jeff is not. Jeff is conservative.",progressive
1140,"Paul is [MASK], while Matthew is not. Matthew is independent.",dependent
1141,"Hugh is [MASK], while Greg is not. Greg is organic.",functional
1142,"Tim is [MASK], while Alex is not. Alex is stable.",unstable
1143,"Walter is [MASK], while Paul is not. Paul is unpopular.",popular
1144,"Bobby is [MASK], while Steve is not. Steve is unavailable.",available
1145,"Jay is [MASK], while Frederick is not. Frederick is soft.",hard
1146,"Matt is [MASK], while Don is not. Don is different.",like
1147,"Ray is [MASK], while John is not. John is independent.",dependent
1148,"Sam is [MASK], while Louis is not. Louis is good.",evil
1149,"Albert is [MASK], while Larry is not. Larry is ineffective.",effective
1150,"Christopher is [MASK], while Dick is not. Dick is little.",much
1151,"Tony is [MASK], while Jerry is not. Jerry is hide.",shown
1152,"Louis is [MASK], while Larry is not. Larry is good.",bad
1153,"Charles is [MASK], while Michael is not. Michael is cold.",hot
1154,"Jay is [MASK], while Keith is not. Keith is happy.",unhappy
1155,"Jim is [MASK], while Dick is not. Dick is similar.",different
1156,"Thomas is [MASK], while Dave is not. Dave is predictable.",unpredictable
1157,"William is [MASK], while Edwin is not. Edwin is fearful.",courageous
1158,"Joe is [MASK], while Frederick is not. Frederick is unpopular.",popular
1159,"Samuel is [MASK], while Simon is not. Simon is there.",here
1160,"Jerry is [MASK], while Charlie is not. Charlie is insensitive.",sensitive
1161,"Martin is [MASK], while Christopher is not. Christopher is mild.",intense
1162,"Brian is [MASK], while Kevin is not. Kevin is ill.",well
1163,"Bruce is [MASK], while Chris is not. Chris is harsh.",fine
1164,"Ralph is [MASK], while Howard is not. Howard is humble.",proud
1165,"Matthew is [MASK], while Jimmy is not. Jimmy is progressive.",conservative
1166,"Bill is [MASK], while Johnny is not. Johnny is general.",specific
1167,"Martin is [MASK], while Steven is not. Steven is functional.",organic
1168,"Hugh is [MASK], while Michael is not. Michael is responsible.",irresponsible
1169,"Ron is [MASK], while Johnny is not. Johnny is small.",big
1170,"Greg is [MASK], while Bruce is not. Bruce is predictable.",unpredictable
1171,"Dave is [MASK], while Martin is not. Martin is imperfect.",perfect
1172,"Dan is [MASK], while Eric is not. Eric is independent.",dependent
1173,"Thomas is [MASK], while Daniel is not. Daniel is negative.",positive
1174,"Kenneth is [MASK], while Martin is not. Martin is hot.",cold
1175,"Robert is [MASK], while Fred is not. Fred is optimistic.",pessimistic
1176,"Scott is [MASK], while Francis is not. Francis is ill.",well
1177,"Alex is [MASK], while Steven is not. Steven is come.",gone
1178,"Ralph is [MASK], while Bob is not. Bob is familiar.",strange
1179,"Harry is [MASK], while Kevin is not. Kevin is cold.",hot
1180,"Kenneth is [MASK], while Fred is not. Fred is hopeless.",hopeful
1181,"Bill is [MASK], while Louis is not. Louis is ineffective.",effective
1182,"Michael is [MASK], while Ryan is not. Ryan is lean.",fat
1183,"Simon is [MASK], while Henry is not. Henry is thirsty.",hungry
1184,"Roger is [MASK], while Jay is not. Jay is liberal.",conservative
1185,"Keith is [MASK], while Gary is not. Gary is public.",private
1186,"Thomas is [MASK], while Joseph is not. Joseph is stupid.",smart
1187,"Tony is [MASK], while Harry is not. Harry is cheap.",expensive
1188,"Jay is [MASK], while Larry is not. Larry is good.",ill
1189,"Ralph is [MASK], while Mike is not. Mike is intellectual.",emotional
1190,"Michael is [MASK], while Albert is not. Albert is invisible.",conspicuous
1191,"Gary is [MASK], while Greg is not. Greg is good.",ill
1192,This mouse is too [MASK]. I wanted an easy one instead.,difficult
1193,This orange is too [MASK]. I wanted a honest one instead.,dishonest
1194,This yarn is too [MASK]. I wanted an unreliable one instead.,reliable
1195,This rooster is too [MASK]. I wanted an amateur one instead.,professional
1196,This dog is too [MASK]. I wanted an early one instead.,late
1197,This bear is too [MASK]. I wanted a timid one instead.,brave
1198,This plant is too [MASK]. I wanted a complete one instead.,incomplete
1199,This house is too [MASK]. I wanted a confident one instead.,shy
1200,This bear is too [MASK]. I wanted an incomplete one instead.,complete
1201,This garage is too [MASK]. I wanted a short one instead.,tall
1202,This van is too [MASK]. I wanted an invisible one instead.,conspicuous
1203,This quilt is too [MASK]. I wanted a quiet one instead.,active
1204,This yarn is too [MASK]. I wanted a happy one instead.,unhappy
1205,This house is too [MASK]. I wanted a visible one instead.,invisible
1206,This quilt is too [MASK]. I wanted a thirsty one instead.,hungry
1207,This house is too [MASK]. I wanted a nasty one instead.,nice
1208,This zebra is too [MASK]. I wanted a foolish one instead.,wise
1209,This umbrella is too [MASK]. I wanted a good one instead.,ill
1210,This apple is too [MASK]. I wanted a functional one instead.,organic
1211,This quilt is too [MASK]. I wanted a lost one instead.,found
1212,This shirt is too [MASK]. I wanted an unlucky one instead.,lucky
1213,This bear is too [MASK]. I wanted an expensive one instead.,cheap
1214,This bear is too [MASK]. I wanted a fast one instead.,slow
1215,This yarn is too [MASK]. I wanted a dry one instead.,sweet
1216,This orange is too [MASK]. I wanted a good one instead.,evil
1217,This egg is too [MASK]. I wanted an upstairs one instead.,below
1218,This quilt is too [MASK]. I wanted a complex one instead.,simple
1219,This shirt is too [MASK]. I wanted a stupid one instead.,intelligent
1220,This turtle is too [MASK]. I wanted an ineffective one instead.,effective
1221,This quilt is too [MASK]. I wanted a weak one instead.,strong
1222,This yarn is too [MASK]. I wanted a negative one instead.,positive
1223,This mouse is too [MASK]. I wanted a difficult one instead.,easy
1224,This bear is too [MASK]. I wanted an organic one instead.,functional
1225,This turtle is too [MASK]. I wanted an easy one instead.,difficult
1226,This garage is too [MASK]. I wanted a responsible one instead.,irresponsible
1227,This egg is too [MASK]. I wanted an unhappy one instead.,happy
1228,This kite is too [MASK]. I wanted an advance one instead.,broken
1229,This kite is too [MASK]. I wanted an independent one instead.,dependent
1230,This garage is too [MASK]. I wanted a different one instead.,like
1231,This plant is too [MASK]. I wanted a fearful one instead.,courageous
1232,This van is too [MASK]. I wanted a timid one instead.,brave
1233,This orange is too [MASK]. I wanted a humble one instead.,proud
1234,This turtle is too [MASK]. I wanted a visible one instead.,invisible
1235,This cat is too [MASK]. I wanted an useful one instead.,useless
1236,This kite is too [MASK]. I wanted a comfortable one instead.,uncomfortable
1237,This quilt is too [MASK]. I wanted an imperfect one instead.,perfect
1238,This zebra is too [MASK]. I wanted a cheap one instead.,expensive
1239,This apple is too [MASK]. I wanted a pessimistic one instead.,optimistic
1240,This wagon is too [MASK]. I wanted a general one instead.,specific
1241,This rooster is too [MASK]. I wanted a complete one instead.,incomplete
1242,This quilt is too [MASK]. I wanted an advance one instead.,broken
1243,This zebra is too [MASK]. I wanted an unlucky one instead.,lucky
1244,This yarn is too [MASK]. I wanted a lean one instead.,fat
1245,This lake is too [MASK]. I wanted a dangerous one instead.,safe
1246,This egg is too [MASK]. I wanted a safe one instead.,dangerous
1247,This umbrella is too [MASK]. I wanted an unreliable one instead.,reliable
1248,This apple is too [MASK]. I wanted a stupid one instead.,intelligent
1249,This orange is too [MASK]. I wanted a visible one instead.,invisible
1250,This orange is too [MASK]. I wanted a warm one instead.,cool
1251,This rooster is too [MASK]. I wanted a public one instead.,private
1252,This yarn is too [MASK]. I wanted a different one instead.,like
1253,This cat is too [MASK]. I wanted a fearful one instead.,courageous
1254,This note is too [MASK]. I wanted a soft one instead.,hard
1255,This turtle is too [MASK]. I wanted a different one instead.,like
1256,This umbrella is too [MASK]. I wanted a comfortable one instead.,uncomfortable
1257,This turtle is too [MASK]. I wanted a fearful one instead.,courageous
1258,This apple is too [MASK]. I wanted a cool one instead.,warm
1259,This kite is too [MASK]. I wanted an optimistic one instead.,pessimistic
1260,This kite is too [MASK]. I wanted a discouraging one instead.,encouraging
1261,This mouse is too [MASK]. I wanted a smart one instead.,stupid
1262,This cat is too [MASK]. I wanted a discouraging one instead.,encouraging
1263,This umbrella is too [MASK]. I wanted a distant one instead.,close
1264,This shirt is too [MASK]. I wanted a quiet one instead.,excited
1265,This plant is too [MASK]. I wanted a buy one instead.,sold
1266,This zebra is too [MASK]. I wanted a come one instead.,gone
1267,This kite is too [MASK]. I wanted a humble one instead.,proud
1268,This rooster is too [MASK]. I wanted a pessimistic one instead.,optimistic
1269,This rooster is too [MASK]. I wanted a positive one instead.,negative
1270,This turtle is too [MASK]. I wanted a negative one instead.,positive
1271,This mouse is too [MASK]. I wanted a known one instead.,unknown
1272,This umbrella is too [MASK]. I wanted a playful one instead.,serious
1273,This shirt is too [MASK]. I wanted a foolish one instead.,wise
1274,This mouse is too [MASK]. I wanted a cheap one instead.,expensive
1275,This orange is too [MASK]. I wanted an organic one instead.,functional
1276,This yarn is too [MASK]. I wanted a complete one instead.,incomplete
1277,This apple is too [MASK]. I wanted a stupid one instead.,smart
1278,This egg is too [MASK]. I wanted an early one instead.,late
1279,This kite is too [MASK]. I wanted a well one instead.,sick
1280,This apple is too [MASK]. I wanted a proud one instead.,humble
1281,This shirt is too [MASK]. I wanted an unreliable one instead.,reliable
1282,This wagon is too [MASK]. I wanted a happy one instead.,unhappy
1283,This cat is too [MASK]. I wanted an invisible one instead.,visible
1284,This bear is too [MASK]. I wanted a functional one instead.,organic
1285,This house is too [MASK]. I wanted an easy one instead.,difficult
1286,This garage is too [MASK]. I wanted a fearful one instead.,courageous
1287,This umbrella is too [MASK]. I wanted a mild one instead.,intense
1288,This garage is too [MASK]. I wanted a harsh one instead.,fine
1289,This fox is too [MASK]. I wanted a good one instead.,bad
1290,This lake is too [MASK]. I wanted an impatient one instead.,patient
1291,This quilt is too [MASK]. I wanted a hostile one instead.,friendly
1292,This quilt is too [MASK]. I wanted a shy one instead.,confident
1293,This bear is too [MASK]. I wanted a dirty one instead.,clean
1294,This shirt is too [MASK]. I wanted a hopeless one instead.,hopeful
1295,This kite is too [MASK]. I wanted an optimistic one instead.,pessimistic
1296,This lake is too [MASK]. I wanted a pessimistic one instead.,optimistic
1297,This kite is too [MASK]. I wanted a good one instead.,bad
1298,This wagon is too [MASK]. I wanted a fast one instead.,slow
1299,This yarn is too [MASK]. I wanted a dry one instead.,sweet
1300,This quilt is too [MASK]. I wanted a known one instead.,unknown
1301,This lake is too [MASK]. I wanted a passive one instead.,active
1302,This zebra is too [MASK]. I wanted a valuable one instead.,worthless
1303,This zebra is too [MASK]. I wanted a continued one instead.,discontinued
1304,This wagon is too [MASK]. I wanted a known one instead.,unknown
1305,This kite is too [MASK]. I wanted an insensitive one instead.,sensitive
1306,This orange is too [MASK]. I wanted a happy one instead.,unhappy
1307,This quilt is too [MASK]. I wanted an intellectual one instead.,emotional
1308,This van is too [MASK]. I wanted a beautiful one instead.,ugly
1309,This bear is too [MASK]. I wanted a fearful one instead.,courageous
1310,This wagon is too [MASK]. I wanted a good one instead.,bad
1311,This house is too [MASK]. I wanted a lost one instead.,found
1312,This quilt is too [MASK]. I wanted a lost one instead.,found
1313,This note is too [MASK]. I wanted a public one instead.,private
1314,This house is too [MASK]. I wanted a full one instead.,empty
1315,This zebra is too [MASK]. I wanted an optimistic one instead.,pessimistic
1316,This turtle is too [MASK]. I wanted a fast one instead.,slow
1317,This lake is too [MASK]. I wanted a well one instead.,sick
1318,This note is too [MASK]. I wanted a different one instead.,similar
1319,This shirt is too [MASK]. I wanted a cerebral one instead.,emotional
1320,This yarn is too [MASK]. I wanted a weak one instead.,strong
1321,This dog is too [MASK]. I wanted a careless one instead.,careful
1322,This fox is too [MASK]. I wanted a disrespectful one instead.,respectful
1323,This egg is too [MASK]. I wanted a clean one instead.,dirty
1324,This cat is too [MASK]. I wanted an amateur one instead.,professional
1325,This yarn is too [MASK]. I wanted a discouraging one instead.,encouraging
1326,This kite is too [MASK]. I wanted a cerebral one instead.,emotional
1327,This quilt is too [MASK]. I wanted a beautiful one instead.,ugly
1328,This mouse is too [MASK]. I wanted a happy one instead.,unhappy
1329,This note is too [MASK]. I wanted a dull one instead.,bright
1330,This mouse is too [MASK]. I wanted a confident one instead.,shy
1331,This lake is too [MASK]. I wanted a positive one instead.,negative
1332,This shirt is too [MASK]. I wanted an organic one instead.,functional
1333,This orange is too [MASK]. I wanted a honest one instead.,dishonest
1334,This rooster is too [MASK]. I wanted a right one instead.,wrong
1335,This egg is too [MASK]. I wanted a good one instead.,evil
1336,This lake is too [MASK]. I wanted a negative one instead.,positive
1337,This zebra is too [MASK]. I wanted an organic one instead.,functional
1338,This umbrella is too [MASK]. I wanted an old one instead.,young
1339,This umbrella is too [MASK]. I wanted a cool one instead.,warm
1340,This turtle is too [MASK]. I wanted a pessimistic one instead.,optimistic
1341,This lake is too [MASK]. I wanted a difficult one instead.,easy
1342,This rooster is too [MASK]. I wanted a happy one instead.,unhappy
1343,This kite is too [MASK]. I wanted an optimistic one instead.,pessimistic
1344,This plant is too [MASK]. I wanted a complete one instead.,incomplete
1345,This rooster is too [MASK]. I wanted an ineffective one instead.,effective
1346,This shirt is too [MASK]. I wanted a well one instead.,sick
1347,This cat is too [MASK]. I wanted a buy one instead.,sold
1348,This egg is too [MASK]. I wanted a quiet one instead.,active
1349,This rooster is too [MASK]. I wanted a hide one instead.,shown
1350,This van is too [MASK]. I wanted a little one instead.,much
1351,This turtle is too [MASK]. I wanted an unhealthy one instead.,healthy
1352,This dog is too [MASK]. I wanted a little one instead.,much
1353,This kite is too [MASK]. I wanted a safe one instead.,dangerous
1354,This cat is too [MASK]. I wanted a quiet one instead.,excited
1355,This yarn is too [MASK]. I wanted an expensive one instead.,cheap
1356,This cat is too [MASK]. I wanted a difficult one instead.,easy
1357,This house is too [MASK]. I wanted a distant one instead.,close
